SequenceID	TimeStamp	RelativeTime	Score	CollectableCoin1Distance	CollectableCoin2Distance	CollectableCoin3Distance	CollectableCoin4Distance	CollectableCoin5Distance	TimeStepCoinsCollected	TimeStepCoinNearMiss	Asteroid1Distance	Asteroid2Distance	Asteroid3Distance	Asteroid4Distance	Asteroid5Distance	AsteroidsInCloseRange	AsteroidsInMediumRange	AsteroidsOnScreen	TimeStepHitByAsteroids	TimeStepAsteroidNearMiss	ScoreCount	MultiplierAmount	ShipOrientation	PlayerInputCount	ShipDistanceTravelled	TimeWithoutHit	VeryRecentScoreDifference	RecentScoreDifference	LongTermScoreDifference	VeryRecentMultiplierDifference	RecentMultiplierDifference	LongTermMultiplierDifference	TotalAsteroidNearMisses	TotalAsteroidHits	TotalCoinCollected	First30SecondsAsteroidHits	First30SecondsCoinsCollected	TotalCoinNearmisses
82e7e40b-9be3-409e-9eb6-89ce26202405	2	0	0	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82e7e40b-9be3-409e-9eb6-89ce26202405	2.5	0.5	0	-1	-1	-1	-1	-1	0	0	6.4	-1	-1	-1	-1	0	0	1	0	0	4.1	1	270	1	0.5	0.5	4.1	4.1	4.1	0	0	0	0	0	0	0	0	0
82e7e40b-9be3-409e-9eb6-89ce26202405	3	1	0	-1	-1	-1	-1	-1	0	0	4.9	9.7	-1	-1	-1	0	0	2	0	0	9.5	1.1	270	0	3	1	9.5	9.5	9.5	0.1	0.1	0.1	0	0	0	0	0	0
82e7e40b-9be3-409e-9eb6-89ce26202405	3.5	1.5	0	-1	-1	-1	-1	-1	0	0	4.7	7.5	-1	-1	-1	0	1	2	0	0	15.1	1.1	270	2	3.7	1.5	15.1	15.1	15.1	0.1	0.1	0.1	0	0	0	0	0	0
82e7e40b-9be3-409e-9eb6-89ce26202405	4.1	2	0	12.4	-1	-1	-1	-1	0	0	3.6	6.4	7.7	-1	-1	0	1	3	0	0	20.9	1.2	90	0	1.5	2	20.9	20.9	20.9	0.2	0.2	0.2	0	0	0	0	0	0
82e7e40b-9be3-409e-9eb6-89ce26202405	4.6	2.6	0	9.3	-1	-1	-1	-1	0	0	3.9	4.6	5.4	6	-1	0	2	4	0	0	25.8	1.2	90.4	1	3.3	2.6	25.8	25.8	25.8	0.2	0.2	0.2	0	0	0	0	0	0
82e7e40b-9be3-409e-9eb6-89ce26202405	5.1	3.1	0	5.5	-1	-1	-1	-1	0	0	3.4	3.9	3.9	6.2	10.3	0	3	5	0	0	32.1	1.3	122.5	0	3.9	3.1	32.1	32.1	32.1	0.3	0.3	0.3	0	0	0	0	0	0
82e7e40b-9be3-409e-9eb6-89ce26202405	5.6	3.6	0	1.8	-1	-1	-1	-1	0	0	4.2	4.9	5.1	7.3	8.5	0	1	6	0	0	37.3	1.3	104.4	2	3.8	3.6	37.3	37.3	37.3	0.3	0.3	0.3	0	0	0	0	0	0
82e7e40b-9be3-409e-9eb6-89ce26202405	6.1	4.1	0	5.1	-1	-1	-1	-1	1	0	4.7	5.2	5.8	5.9	8	0	1	7	0	0	383.1	1.7	20.3	2	3.3	4.1	383.1	383.1	383.1	0.7	0.7	0.7	0	0	1	0	0	0
82e7e40b-9be3-409e-9eb6-89ce26202405	6.6	4.6	0	5.1	-1	-1	-1	-1	0	0	2.8	2.8	4.7	4.7	5.3	0	4	8	0	0	391.8	1.8	293.1	2	2.7	4.6	391.8	391.8	391.8	0.8	0.8	0.8	0	0	1	0	0	0
