SequenceID	TimeStamp	RelativeTime	Score	CollectableCoin1Distance	CollectableCoin2Distance	CollectableCoin3Distance	CollectableCoin4Distance	CollectableCoin5Distance	TimeStepCoinsCollected	TimeStepCoinNearMiss	Asteroid1Distance	Asteroid2Distance	Asteroid3Distance	Asteroid4Distance	Asteroid5Distance	AsteroidsInCloseRange	AsteroidsInMediumRange	AsteroidsOnScreen	TimeStepHitByAsteroids	TimeStepAsteroidNearMiss	ScoreCount	MultiplierAmount	ShipOrientation	PlayerInputCount	ShipDistanceTravelled	TimeWithoutHit	VeryRecentScoreDifference	RecentScoreDifference	LongTermScoreDifference	VeryRecentMultiplierDifference	RecentMultiplierDifference	LongTermMultiplierDifference	TotalAsteroidNearMisses	TotalAsteroidHits	TotalCoinCollected	First30SecondsAsteroidHits	First30SecondsCoinsCollected	TotalCoinNearmisses
d78f850c-f608-4233-a2e9-a8db3d3a5ddf	2	0	0	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d78f850c-f608-4233-a2e9-a8db3d3a5ddf	2.5	0.5	0	-1	-1	-1	-1	-1	0	0	10.9	-1	-1	-1	-1	0	0	1	0	0	4.1	1	270	2	0.2	0.5	4.1	4.1	4.1	0	0	0	0	0	0	0	0	0
d78f850c-f608-4233-a2e9-a8db3d3a5ddf	3	1	0	-1	-1	-1	-1	-1	0	0	8.4	-1	-1	-1	-1	0	0	1	0	0	9.5	1.1	359	7	1.8	1	9.5	9.5	9.5	0.1	0.1	0.1	0	0	0	0	0	0
d78f850c-f608-4233-a2e9-a8db3d3a5ddf	3.5	1.5	0	-1	-1	-1	-1	-1	0	0	6	12.1	-1	-1	-1	0	0	2	0	0	15.1	1.1	270.4	6	1.5	1.5	15.1	15.1	15.1	0.1	0.1	0.1	0	0	0	0	0	0
d78f850c-f608-4233-a2e9-a8db3d3a5ddf	4.1	2	0	4.7	-1	-1	-1	-1	0	0	6.3	8.6	-1	-1	-1	0	0	2	0	0	19.7	1.2	302.4	6	2.2	2	19.7	19.7	19.7	0.2	0.2	0.2	0	0	0	0	0	0
d78f850c-f608-4233-a2e9-a8db3d3a5ddf	4.6	2.6	0	4.8	-1	-1	-1	-1	0	0	4.8	8.2	-1	-1	-1	0	1	2	0	0	25.8	1.2	318.1	5	1.4	2.6	25.8	25.8	25.8	0.2	0.2	0.2	0	0	0	0	0	0
d78f850c-f608-4233-a2e9-a8db3d3a5ddf	5.1	3.1	0	2.8	-1	-1	-1	-1	0	0	5.2	5.4	-1	-1	-1	0	0	2	0	0	32.1	1.3	241	1	2.3	3.1	32.1	32.1	32.1	0.3	0.3	0.3	0	0	0	0	0	0
d78f850c-f608-4233-a2e9-a8db3d3a5ddf	5.6	3.6	0	1.1	-1	-1	-1	-1	0	0	5.3	6.5	-1	-1	-1	0	0	2	0	0	37.3	1.3	330.1	4	2.9	3.6	37.3	37.3	37.3	0.3	0.3	0.3	0	0	0	0	0	0
d78f850c-f608-4233-a2e9-a8db3d3a5ddf	6.1	4.1	2	4.3	-1	-1	-1	-1	1	0	5.1	5.5	-1	-1	-1	0	0	2	0	0	379.8	1.7	131.7	4	1.9	4.1	379.8	379.8	379.8	0.7	0.7	0.7	0	0	1	0	0	0
d78f850c-f608-4233-a2e9-a8db3d3a5ddf	6.6	4.6	2	4.4	-1	-1	-1	-1	0	0	3.9	5.9	13.5	-1	-1	0	1	3	0	0	386.8	1.8	20.1	5	2.4	4.6	386.8	386.8	386.8	0.8	0.8	0.8	0	0	1	0	0	0
d78f850c-f608-4233-a2e9-a8db3d3a5ddf	7.1	5.1	2	2.8	-1	-1	-1	-1	0	0	5.7	6.1	13.4	-1	-1	0	0	3	0	0	395.7	1.8	215.5	1	1.9	5.1	395.7	395.7	395.7	0.8	0.8	0.8	0	0	1	0	0	0
d78f850c-f608-4233-a2e9-a8db3d3a5ddf	7.6	5.6	2	-1	-1	-1	-1	-1	1	0	5.2	7.7	12.7	-1	-1	0	0	3	0	0	843.6	2.2	168.2	2	3.3	5.6	838.5	843.6	843.6	1.2	1.2	1.2	0	0	2	0	0	0
d78f850c-f608-4233-a2e9-a8db3d3a5ddf	8.1	6.1	2	11.2	-1	-1	-1	-1	0	0	7.6	8.7	9.5	-1	-1	0	0	3	0	0	854.8	2.3	71.1	2	2.8	6.1	844.3	854.8	854.8	1.2	1.3	1.3	0	0	2	0	0	0
d78f850c-f608-4233-a2e9-a8db3d3a5ddf	8.6	6.6	2	9.5	-1	-1	-1	-1	0	0	5.1	6.1	7.3	-1	-1	0	0	3	0	0	863.9	2.3	51.9	4	2.4	6.6	848.9	863.9	863.9	1.2	1.3	1.3	0	0	2	0	0	0
d78f850c-f608-4233-a2e9-a8db3d3a5ddf	9.1	7.1	2	6.8	-1	-1	-1	-1	0	0	2.2	4.9	6.2	-1	-1	1	1	3	0	0	875.6	2.3	88.4	2	2.8	7.1	855.9	875.6	875.6	1.2	1.3	1.3	0	0	2	0	0	0
d78f850c-f608-4233-a2e9-a8db3d3a5ddf	9.7	7.7	2	3.2	-1	-1	-1	-1	0	0	4.2	4.8	7.1	-1	-1	0	1	3	0	0	887.5	2.4	113.5	2	3.6	7.7	861.7	887.5	887.5	1.2	1.4	1.4	0	0	2	0	0	0
