SequenceID	TimeStamp	RelativeTime	Score	CollectableCoin1Distance	CollectableCoin2Distance	CollectableCoin3Distance	CollectableCoin4Distance	CollectableCoin5Distance	TimeStepCoinsCollected	TimeStepCoinNearMiss	Asteroid1Distance	Asteroid2Distance	Asteroid3Distance	Asteroid4Distance	Asteroid5Distance	AsteroidsInCloseRange	AsteroidsInMediumRange	AsteroidsOnScreen	TimeStepHitByAsteroids	TimeStepAsteroidNearMiss	ScoreCount	MultiplierAmount	ShipOrientation	PlayerInputCount	ShipDistanceTravelled	TimeWithoutHit	VeryRecentScoreDifference	RecentScoreDifference	LongTermScoreDifference	VeryRecentMultiplierDifference	RecentMultiplierDifference	LongTermMultiplierDifference	TotalAsteroidNearMisses	TotalAsteroidHits	TotalCoinCollected	First30SecondsAsteroidHits	First30SecondsCoinsCollected	TotalCoinNearmisses
b7b441d5-4d75-4b5f-952c-57af80367a18	2	0	0	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b7b441d5-4d75-4b5f-952c-57af80367a18	2.5	0.5	0	-1	-1	-1	-1	-1	0	0	6	-1	-1	-1	-1	0	0	1	0	0	4.1	1	0	1	0	0.5	4.1	4.1	4.1	0	0	0	0	0	0	0	0	0
b7b441d5-4d75-4b5f-952c-57af80367a18	3	1	0	-1	-1	-1	-1	-1	0	0	5.1	-1	-1	-1	-1	0	0	1	0	0	9.5	1.1	355.1	4	1.8	1	9.5	9.5	9.5	0.1	0.1	0.1	0	0	0	0	0	0
b7b441d5-4d75-4b5f-952c-57af80367a18	3.5	1.5	0	-1	-1	-1	-1	-1	0	0	4	9	-1	-1	-1	0	1	2	0	0	15.1	1.1	310.5	8	1.2	1.5	15.1	15.1	15.1	0.1	0.1	0.1	0	0	0	0	0	0
b7b441d5-4d75-4b5f-952c-57af80367a18	4	2	0	1.5	-1	-1	-1	-1	0	0	3	4.9	6.8	-1	-1	0	1	3	0	0	19.7	1.2	169.3	5	1.4	2	19.7	19.7	19.7	0.2	0.2	0.2	0	0	0	0	0	0
b7b441d5-4d75-4b5f-952c-57af80367a18	4.6	2.6	0	2.6	-1	-1	-1	-1	0	0	3.1	4.4	4.6	11.4	-1	0	3	4	0	0	25.8	1.2	9.1	7	1.4	2.6	25.8	25.8	25.8	0.2	0.2	0.2	0	0	0	0	0	0
b7b441d5-4d75-4b5f-952c-57af80367a18	5.1	3.1	0	2.7	-1	-1	-1	-1	0	0	3	3.3	4.3	5	9.7	0	3	5	0	0	32.1	1.3	243.9	5	1.2	3.1	32.1	32.1	32.1	0.3	0.3	0.3	0	0	0	0	0	0
b7b441d5-4d75-4b5f-952c-57af80367a18	5.6	3.6	0	2	-1	-1	-1	-1	0	1	2	2.9	3	4.7	7.4	1	4	6	0	0	37.3	1.3	1.1	4	1.5	3.6	37.3	37.3	37.3	0.3	0.3	0.3	0	0	0	0	0	1
b7b441d5-4d75-4b5f-952c-57af80367a18	6.1	4.1	0	3.8	6.4	-1	-1	-1	0	0	2.2	3	4.8	4.8	7.1	1	3	7	0	0	44	1.4	130.9	3	2.2	4.1	44	44	44	0.4	0.4	0.4	0	0	0	0	0	1
b7b441d5-4d75-4b5f-952c-57af80367a18	6.6	4.6	0	4.1	5.6	-1	-1	-1	0	0	4.4	4.6	5	5.2	7.8	0	2	7	0	0	49.6	1.4	144.7	6	2.5	4.6	49.6	49.6	49.6	0.4	0.4	0.4	0	0	0	0	0	1
b7b441d5-4d75-4b5f-952c-57af80367a18	7.1	5.1	0	3.9	5.6	-1	-1	-1	0	0	2.9	4.7	5.9	6.3	8.1	0	2	7	0	0	56.8	1.5	230.9	4	1.3	5.1	56.8	56.8	56.8	0.5	0.5	0.5	0	0	0	0	0	1
b7b441d5-4d75-4b5f-952c-57af80367a18	7.6	5.6	0	3.4	4.1	-1	-1	-1	0	0	3.2	4.9	5	6	7.7	0	1	7	0	1	62.7	1.5	272.8	6	2	5.6	57.6	62.7	62.7	0.4	0.5	0.5	1	0	0	0	0	1
b7b441d5-4d75-4b5f-952c-57af80367a18	8.1	6.1	0	3.2	4.7	3.5	-1	-1	0	0	3.7	3.8	5.6	5.9	8.7	0	2	7	0	0	70.4	1.5	127.3	5	1.5	6.1	60.9	70.4	70.4	0.5	0.5	0.5	1	0	0	0	0	1
b7b441d5-4d75-4b5f-952c-57af80367a18	8.6	6.6	4	2.4	4.5	2.5	-1	-1	0	0	2.8	4.3	5.3	6.3	6.7	0	2	8	0	0	78.3	1.6	24.7	5	1.4	6.6	63.2	78.3	78.3	0.5	0.6	0.6	1	0	0	0	0	1
b7b441d5-4d75-4b5f-952c-57af80367a18	9.1	7.1	4	1.2	4.2	-1	-1	-1	1	0	3.6	3.9	4.4	4.5	6.9	0	4	8	0	0	486.4	2	263.7	2	2.2	7.1	465.5	486.4	486.4	0.8	1	1	1	0	1	0	0	1
b7b441d5-4d75-4b5f-952c-57af80367a18	9.6	7.6	4	-1	3.9	-1	-1	-1	1	0	3	3.2	4.6	5.7	6.4	0	3	9	0	0	965.9	2.4	30.2	5	1.4	7.6	940.2	965.9	965.9	1.2	1.4	1.4	1	0	2	0	0	1
b7b441d5-4d75-4b5f-952c-57af80367a18	10.1	8.1	7	1.5	3.6	-1	-1	-1	0	0	2.7	3.7	5.4	6.3	6.5	0	2	10	0	0	978	2.4	209.3	2	1.7	8.1	946	978	978	1.2	1.4	1.4	1	0	2	0	0	1
b7b441d5-4d75-4b5f-952c-57af80367a18	10.6	8.6	7	2.7	1.1	-1	-1	-1	0	0	3.1	3.3	5.4	5.4	6.5	0	2	10	0	0	990.4	2.5	194	5	2.7	8.6	951.8	990.4	990.4	1.2	1.5	1.5	1	0	2	0	0	1
b7b441d5-4d75-4b5f-952c-57af80367a18	11.2	9.1	35	4.2	-1	-1	-1	-1	1	0	4	4.2	4.6	6.1	7.2	0	3	10	0	1	1572.8	2.9	88.1	2	2.8	9.1	1530.1	1572.8	1572.8	1.5	1.9	1.9	2	0	3	0	0	1
b7b441d5-4d75-4b5f-952c-57af80367a18	11.7	9.7	7	3.4	-1	-1	-1	-1	0	0	2.7	3.1	3.4	3.4	5.3	0	4	11	0	0	1584.4	2.9	53.7	2	3.1	9.7	1534.8	1584.4	1584.4	1.5	1.9	1.9	2	0	3	0	0	1
b7b441d5-4d75-4b5f-952c-57af80367a18	12.2	10.2	7	3.9	5.3	-1	-1	-1	0	1	2.3	2.4	2.7	3.6	3.7	1	6	10	0	0	1599.2	3	334.7	6	3	10.2	1542.4	1599.2	1599.2	1.5	2	2	2	0	3	0	0	2
b7b441d5-4d75-4b5f-952c-57af80367a18	12.7	10.7	7	2.5	7.7	-1	-1	-1	0	0	2	2.8	3.1	4	4.1	1	6	11	0	0	1614.3	3	352.4	4	2.6	10.7	1551.5	1614.3	1614.3	1.5	2	2	2	0	3	0	0	2
