SequenceID	TimeStamp	RelativeTime	Score	CollectableCoin1Distance	CollectableCoin2Distance	CollectableCoin3Distance	CollectableCoin4Distance	CollectableCoin5Distance	TimeStepCoinsCollected	TimeStepCoinNearMiss	Asteroid1Distance	Asteroid2Distance	Asteroid3Distance	Asteroid4Distance	Asteroid5Distance	AsteroidsInCloseRange	AsteroidsInMediumRange	AsteroidsOnScreen	TimeStepHitByAsteroids	TimeStepAsteroidNearMiss	ScoreCount	MultiplierAmount	ShipOrientation	PlayerInputCount	ShipDistanceTravelled	TimeWithoutHit	VeryRecentScoreDifference	RecentScoreDifference	LongTermScoreDifference	VeryRecentMultiplierDifference	RecentMultiplierDifference	LongTermMultiplierDifference	TotalAsteroidNearMisses	TotalAsteroidHits	TotalCoinCollected	First30SecondsAsteroidHits	First30SecondsCoinsCollected	TotalCoinNearmisses
a350955d-1da9-4704-9ca7-8ab494d3898f	2	0	0	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a350955d-1da9-4704-9ca7-8ab494d3898f	2.5	0.5	0	-1	-1	-1	-1	-1	0	0	7.4	-1	-1	-1	-1	0	0	1	0	0	4.1	1	270	1	0.2	0.5	4.1	4.1	4.1	0	0	0	0	0	0	0	0	0
a350955d-1da9-4704-9ca7-8ab494d3898f	3	1	0	-1	-1	-1	-1	-1	0	0	5.7	8.6	-1	-1	-1	0	0	2	0	0	9.5	1.1	356.2	3	2.1	1	9.5	9.5	9.5	0.1	0.1	0.1	0	0	0	0	0	0
a350955d-1da9-4704-9ca7-8ab494d3898f	3.5	1.5	0	-1	-1	-1	-1	-1	0	0	5.8	6.4	-1	-1	-1	0	0	2	0	0	13.9	1.1	121.4	3	2.1	1.5	13.9	13.9	13.9	0.1	0.1	0.1	0	0	0	0	0	0
a350955d-1da9-4704-9ca7-8ab494d3898f	4	2	0	5.7	-1	-1	-1	-1	0	0	2.9	3.5	13.4	-1	-1	0	2	3	0	0	19.7	1.2	278.5	2	2	2	19.7	19.7	19.7	0.2	0.2	0.2	0	0	0	0	0	0
a350955d-1da9-4704-9ca7-8ab494d3898f	4.5	2.5	0	8.4	-1	-1	-1	-1	0	0	2.2	4.4	8.3	15.3	-1	1	2	4	0	0	25.8	1.2	260.6	4	3.1	2.5	25.8	25.8	25.8	0.2	0.2	0.2	0	0	0	0	0	0
a350955d-1da9-4704-9ca7-8ab494d3898f	5	3	30	7.5	-1	-1	-1	-1	0	0	2.7	4.8	5	7.4	15.2	0	1	5	0	0	30.8	1.3	149.2	0	2.3	3	30.8	30.8	30.8	0.3	0.3	0.3	0	0	0	0	0	0
a350955d-1da9-4704-9ca7-8ab494d3898f	5.6	3.6	0	4.4	-1	-1	-1	-1	0	0	3.1	3.9	5.9	7.1	8.4	0	2	6	0	0	37.3	1.3	137	1	3.6	3.6	37.3	37.3	37.3	0.3	0.3	0.3	0	0	0	0	0	0
a350955d-1da9-4704-9ca7-8ab494d3898f	6.1	4.1	0	1.6	5.8	-1	-1	-1	0	0	5.2	5.7	8.7	9.3	9.4	0	0	6	0	1	44	1.4	85.6	2	3.8	4.1	44	44	44	0.4	0.4	0.4	1	0	0	0	0	0
a350955d-1da9-4704-9ca7-8ab494d3898f	6.6	4.6	0	-1	4.3	-1	-1	-1	1	0	5.2	5.2	7.8	8.3	9	0	0	7	0	0	396.7	1.8	6.4	3	2.3	4.6	396.7	396.7	396.7	0.8	0.8	0.8	1	0	1	0	0	0
a350955d-1da9-4704-9ca7-8ab494d3898f	7.1	5.1	0	-1	2.3	-1	-1	-1	0	0	6	6.5	7.2	8	8.7	0	0	7	0	0	405.6	1.8	88.5	1	3.1	5.1	405.6	405.6	405.6	0.8	0.8	0.8	1	0	1	0	0	0
a350955d-1da9-4704-9ca7-8ab494d3898f	7.6	5.6	34	-1	-1	-1	-1	-1	1	0	6.3	6.4	8.4	9	9.3	0	0	7	0	0	851.9	2.2	153.1	3	3.1	5.6	847.8	851.9	851.9	1.2	1.2	1.2	1	0	2	0	0	0
a350955d-1da9-4704-9ca7-8ab494d3898f	8.1	6.1	8	11.1	-1	-1	-1	-1	0	0	2.2	5.1	6.5	7.9	8.6	1	1	8	0	0	863.1	2.3	267.9	1	2.5	6.1	853.6	863.1	863.1	1.2	1.3	1.3	1	0	2	0	0	0
a350955d-1da9-4704-9ca7-8ab494d3898f	8.6	6.6	8	8.1	-1	-1	-1	-1	0	0	2.3	3.4	4.7	5.7	6.5	1	3	9	0	0	872.2	2.3	301	2	3.2	6.6	858.3	872.2	872.2	1.2	1.3	1.3	1	0	2	0	0	0
a350955d-1da9-4704-9ca7-8ab494d3898f	9.1	7.1	8	6.1	-1	-1	-1	-1	0	0	3.2	3.3	4.1	5.9	6.6	0	3	10	0	0	883.8	2.3	274.2	3	3.5	7.1	864.1	883.8	883.8	1.2	1.3	1.3	1	0	2	0	0	0
a350955d-1da9-4704-9ca7-8ab494d3898f	9.6	7.6	8	4.1	-1	-1	-1	-1	0	0	3.2	5.2	5.5	5.6	6.1	0	1	10	0	0	895.7	2.4	342.3	2	3.4	7.6	871.2	895.7	895.7	1.2	1.4	1.4	1	0	2	0	0	0
a350955d-1da9-4704-9ca7-8ab494d3898f	10.1	8.1	8	1	1.8	-1	-1	-1	0	0	2.2	3.5	4.7	7.6	7.6	1	3	10	0	1	905.4	2.4	14.1	2	3.4	8.1	874.7	905.4	905.4	1.2	1.4	1.4	2	0	2	0	0	0
a350955d-1da9-4704-9ca7-8ab494d3898f	10.6	8.6	44	-1	4.9	-1	-1	-1	1	0	2.8	4.8	6.3	6.8	7.2	0	2	11	0	1	1479.2	2.8	57.4	4	3.3	8.6	1441.9	1479.2	1479.2	1.5	1.8	1.8	3	0	3	0	0	0
a350955d-1da9-4704-9ca7-8ab494d3898f	11.1	9.1	10	-1	5.1	-1	-1	-1	0	0	3.1	3.9	4.5	4.8	5.8	0	3	12	0	0	1493.6	2.9	171.7	2	2.2	9.1	1450.9	1493.6	1493.6	1.5	1.9	1.9	3	0	3	0	0	0
a350955d-1da9-4704-9ca7-8ab494d3898f	11.7	9.6	10	-1	3.5	-1	-1	-1	0	0	2.5	3.1	4.6	4.8	5.2	0	3	12	0	0	1508.2	2.9	171.1	4	2.9	9.6	1111.5	1508.2	1508.2	1.2	1.9	1.9	3	0	3	0	0	0
a350955d-1da9-4704-9ca7-8ab494d3898f	12.2	10.1	10	7.1	3.7	-1	-1	-1	0	0	2.5	2.7	5.2	5.4	5.9	0	2	13	0	1	1520	3	102.2	5	1.8	10.1	1114.4	1520	1520	1.2	2	2	4	0	3	0	0	0
a350955d-1da9-4704-9ca7-8ab494d3898f	12.7	10.7	10	8.5	5.9	-1	-1	-1	0	0	2.4	4	4.7	5.5	5.6	0	3	10	0	0	1535.1	3	167.1	2	2.7	10.7	685.4	1535.1	1535.1	0.8	2	2	4	0	3	0	0	0
a350955d-1da9-4704-9ca7-8ab494d3898f	13.2	11.2	10	7.4	6.2	-1	-1	-1	0	0	3.2	4.3	4.8	4.9	7.5	0	3	11	0	1	1550.4	3.1	239.4	2	2.9	11.2	689.6	1550.4	1550.4	0.8	2.1	2.1	5	0	3	0	0	0
a350955d-1da9-4704-9ca7-8ab494d3898f	13.7	11.7	14	4.7	5.4	-1	-1	-1	0	0	5.1	5.3	5.9	6.9	8.3	0	0	10	0	0	1562.8	3.1	277.9	1	3.4	11.7	690.6	1562.8	1562.8	0.8	2.1	2.1	5	0	3	0	0	0
a350955d-1da9-4704-9ca7-8ab494d3898f	14.2	12.2	14	1.2	4.7	1.5	-1	-1	0	0	5.8	7.9	8.4	8.5	9.3	0	0	10	0	1	1578.5	3.2	302.1	2	3.8	12.2	694.7	1577.5	1578.5	0.8	2.2	2.2	6	0	3	0	0	0
a350955d-1da9-4704-9ca7-8ab494d3898f	14.7	12.7	14	-1	3.4	2.4	-1	-1	2	0	4.7	7.1	9.1	9.6	10	0	1	11	0	0	3079.3	3.9	47.4	1	2.9	12.7	2186	3074.2	3079.3	1.5	2.9	2.9	6	0	5	0	0	0
a350955d-1da9-4704-9ca7-8ab494d3898f	15.2	13.2	14	-1	-1	3.2	-1	-1	1	0	5.1	5.1	5.4	7.7	8.3	0	0	11	0	0	3955.5	4.3	73.3	2	3.3	13.2	3050	3944.9	3955.5	1.9	3.2	3.3	6	0	6	0	0	0
a350955d-1da9-4704-9ca7-8ab494d3898f	15.7	13.7	52	-1	-1	2.8	-1	-1	0	1	3.2	3.3	4.6	5.8	6.3	0	3	12	0	0	3977.2	4.4	225.4	2	1.4	13.7	2498	3962.1	3977.2	1.5	3.2	3.4	6	0	6	0	0	1
a350955d-1da9-4704-9ca7-8ab494d3898f	16.2	14.2	16	3.9	-1	-1	-1	-1	1	0	2.7	3.6	4	4.4	4.5	0	5	13	0	0	4943	4.8	166.1	3	2.9	14.2	3449.5	4922.1	4943	1.9	3.6	3.8	6	0	7	0	0	1
a350955d-1da9-4704-9ca7-8ab494d3898f	16.7	14.7	18	4.6	-1	-1	-1	-1	0	0	1.3	2.7	3.6	3.7	3.8	1	6	14	0	0	4966.9	4.8	330.6	4	1.8	14.7	3461.7	4941.2	4966.9	1.9	3.6	3.8	6	0	7	0	0	1
a350955d-1da9-4704-9ca7-8ab494d3898f	17.3	15.2	78	2.3	-1	-1	-1	-1	0	0	1.9	2.5	2.9	2.9	3.4	1	6	16	0	0	4991.1	4.9	338.9	6	2.6	15.2	3471.1	4959	4991.1	1.9	3.6	3.9	6	0	7	0	0	1
a350955d-1da9-4704-9ca7-8ab494d3898f	17.8	15.8	20	1.4	-1	-1	-1	-1	0	0	3.1	3.3	3.5	4.6	4.9	0	4	15	0	1	5010.6	4.9	269.5	5	2.1	15.8	3475.5	4972	5010.6	1.9	3.6	3.9	7	0	7	0	0	1
a350955d-1da9-4704-9ca7-8ab494d3898f	18.3	16.3	74	14.4	-1	-1	-1	-1	1	0	3.3	4.4	5.4	5.5	5.8	0	2	16	0	1	6086.6	5.3	149.3	1	2.2	16.3	4539.3	6042.6	6086.6	2.2	3.9	4.3	8	0	8	0	0	1
a350955d-1da9-4704-9ca7-8ab494d3898f	18.8	16.8	24	12.5	-1	-1	-1	-1	0	0	4	4.2	4.5	5	5.1	0	3	15	0	1	6113.2	5.3	83.9	3	3.1	16.8	4550.4	5714.8	6113.2	2.2	3.6	4.3	9	0	8	0	0	1
a350955d-1da9-4704-9ca7-8ab494d3898f	19.3	17.3	24	10.2	-1	-1	-1	-1	0	0	3.6	3.8	3.9	4.3	4.3	0	5	15	0	0	6134.7	5.4	10.5	1	2.9	17.3	4556.1	5727.2	6134.7	2.2	3.6	4.4	9	0	8	0	0	1
a350955d-1da9-4704-9ca7-8ab494d3898f	19.8	17.8	24	8.2	-1	-1	-1	-1	0	0	2.6	4.7	5.1	5.5	7	0	2	15	2	0	4555.5	2.1	84.4	2	3	0.1	1480.1	3701.5	4555.5	-1.8	-0.1	1.1	9	2	8	0	0	1
a350955d-1da9-4704-9ca7-8ab494d3898f	20.3	18.3	-88	6.8	7	-1	-1	-1	0	0	2.9	3.4	3.6	6	7.1	0	3	16	0	0	4566.1	2.1	5.1	5	1.9	0.6	610.6	3703	4566.1	-2.2	-0.1	1.1	9	2	8	0	0	1
a350955d-1da9-4704-9ca7-8ab494d3898f	20.8	18.8	-10	5.5	7.5	-1	-1	-1	0	0	3.8	4.7	6.6	6.8	7.2	0	2	15	0	0	4574.7	2.2	112	6	1.8	1.1	597.5	3700.2	4574.7	-2.2	-0.1	1.2	9	2	8	0	0	1
a350955d-1da9-4704-9ca7-8ab494d3898f	21.3	19.3	-10	5.4	8.2	-1	-1	-1	0	0	2.2	6	6.2	6.2	6.5	1	1	14	0	0	4585.7	2.2	40.3	2	1.3	1.7	-357.4	3699.4	4585.7	-2.5	-0.1	1.2	9	2	8	0	0	1
a350955d-1da9-4704-9ca7-8ab494d3898f	21.9	19.8	-10	2.8	8.2	-1	-1	-1	0	0	5	5.5	5.8	5.9	6.4	0	0	11	0	0	4596.9	2.3	109.2	1	2.9	2.2	-370.1	3698.7	4596.9	-2.5	-0.1	1.3	9	2	8	0	0	1
