SequenceID	TimeStamp	RelativeTime	Score	CollectableCoin1Distance	CollectableCoin2Distance	CollectableCoin3Distance	CollectableCoin4Distance	CollectableCoin5Distance	TimeStepCoinsCollected	TimeStepCoinNearMiss	Asteroid1Distance	Asteroid2Distance	Asteroid3Distance	Asteroid4Distance	Asteroid5Distance	AsteroidsInCloseRange	AsteroidsInMediumRange	AsteroidsOnScreen	TimeStepHitByAsteroids	TimeStepAsteroidNearMiss	ScoreCount	MultiplierAmount	ShipOrientation	PlayerInputCount	ShipDistanceTravelled	TimeWithoutHit	VeryRecentScoreDifference	RecentScoreDifference	LongTermScoreDifference	VeryRecentMultiplierDifference	RecentMultiplierDifference	LongTermMultiplierDifference	TotalAsteroidNearMisses	TotalAsteroidHits	TotalCoinCollected	First30SecondsAsteroidHits	First30SecondsCoinsCollected	TotalCoinNearmisses
0c065c44-44f6-4932-b059-b5a0beb3ef67	2.0	0.0	0	-1.0	-1.0	-1.0	-1.0	-1.0	0	0	-1.0	-1.0	-1.0	-1.0	-1.0	0	0	0	0	0	0.0	1.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
0c065c44-44f6-4932-b059-b5a0beb3ef67	2.5	0.5	0	-1.0	-1.0	-1.0	-1.0	-1.0	0	0	10.0	-1.0	-1.0	-1.0	-1.0	0	0	1	0	0	4.1	1.0	90.0	1	0.3	0.5	4.1	4.1	4.1	0.0	0.0	0.0	0	0	0	0	0	0
0c065c44-44f6-4932-b059-b5a0beb3ef67	3.0	1.0	0	-1.0	-1.0	-1.0	-1.0	-1.0	0	0	6.3	7.4	-1.0	-1.0	-1.0	0	0	2	0	0	9.5	1.1	90.0	2	2.3	1.0	9.5	9.5	9.5	0.1	0.1	0.1	0	0	0	0	0	0
0c065c44-44f6-4932-b059-b5a0beb3ef67	3.5	1.5	0	-1.0	-1.0	-1.0	-1.0	-1.0	0	0	5.0	6.1	-1.0	-1.0	-1.0	0	0	2	0	0	15.1	1.1	338.9	4	1.8	1.5	15.1	15.1	15.1	0.1	0.1	0.1	0	0	0	0	0	0
0c065c44-44f6-4932-b059-b5a0beb3ef67	4.0	2.0	0	3.9	-1.0	-1.0	-1.0	-1.0	0	0	3.7	5.9	-1.0	-1.0	-1.0	0	1	2	0	0	19.7	1.2	190.2	2	2.0	2.0	19.7	19.7	19.7	0.2	0.2	0.2	0	0	0	0	0	0
0c065c44-44f6-4932-b059-b5a0beb3ef67	4.6	2.6	5	3.2	-1.0	-1.0	-1.0	-1.0	0	0	4.2	4.7	-1.0	-1.0	-1.0	0	2	2	0	0	25.8	1.2	230.1	3	1.5	2.6	25.8	25.8	25.8	0.2	0.2	0.2	0	0	0	0	0	0
0c065c44-44f6-4932-b059-b5a0beb3ef67	5.1	3.1	10	0.9	-1.0	-1.0	-1.0	-1.0	0	0	3.3	5.1	-1.0	-1.0	-1.0	0	1	2	0	0	32.1	1.3	264.2	2	2.4	3.1	32.1	32.1	32.1	0.3	0.3	0.3	0	0	0	0	0	0
0c065c44-44f6-4932-b059-b5a0beb3ef67	5.6	3.6	0	-1.0	-1.0	-1.0	-1.0	-1.0	1	0	3.7	5.2	-1.0	-1.0	-1.0	0	1	2	0	0	366.3	1.7	263.6	3	0.9	3.6	366.3	366.3	366.3	0.7	0.7	0.7	0	0	1	0	0	0
0c065c44-44f6-4932-b059-b5a0beb3ef67	6.1	4.1	0	10.5	-1.0	-1.0	-1.0	-1.0	0	0	3.3	6.6	-1.0	-1.0	-1.0	0	1	2	0	0	374.8	1.7	263.6	0	0.1	4.1	374.8	374.8	374.8	0.7	0.7	0.7	0	0	1	0	0	0
0c065c44-44f6-4932-b059-b5a0beb3ef67	6.6	4.6	0	9.5	-1.0	-1.0	-1.0	-1.0	0	0	3.6	9.2	10.3	-1.0	-1.0	0	1	3	0	0	383.6	1.8	103.8	7	1.1	4.6	383.6	383.6	383.6	0.8	0.8	0.8	0	0	1	0	0	0
0c065c44-44f6-4932-b059-b5a0beb3ef67	7.1	5.1	0	7.5	-1.0	-1.0	-1.0	-1.0	0	0	4.7	6.1	11.5	-1.0	-1.0	0	1	3	0	0	390.8	1.8	100.1	4	2.2	5.1	390.8	390.8	390.8	0.8	0.8	0.8	0	0	1	0	0	0
0c065c44-44f6-4932-b059-b5a0beb3ef67	7.6	5.6	0	6.0	-1.0	-1.0	-1.0	-1.0	0	0	2.9	8.9	15.8	-1.0	-1.0	0	1	3	0	0	400.0	1.9	78.2	4	2.9	5.6	394.8	400.0	400.0	0.8	0.9	0.9	0	0	1	0	0	0
0c065c44-44f6-4932-b059-b5a0beb3ef67	8.1	6.1	5	4.0	15.6	-1.0	-1.0	-1.0	0	0	4.5	12.7	-1.0	-1.0	-1.0	0	1	2	0	0	407.5	1.9	151.0	1	3.2	6.1	398.0	407.5	407.5	0.8	0.9	0.9	0	0	1	0	0	0
0c065c44-44f6-4932-b059-b5a0beb3ef67	8.6	6.6	15	-1.0	16.0	-1.0	-1.0	-1.0	1	0	7.3	7.4	14.1	-1.0	-1.0	0	0	3	0	0	877.1	2.3	198.9	2	3.4	6.6	862.1	877.1	877.1	1.2	1.3	1.3	0	0	2	0	0	0
0c065c44-44f6-4932-b059-b5a0beb3ef67	9.1	7.1	20	-1.0	15.2	-1.0	-1.0	-1.0	0	0	8.0	9.1	14.5	-1.0	-1.0	0	0	3	0	0	888.8	2.3	311.1	4	1.7	7.1	867.9	888.8	888.8	1.2	1.3	1.3	0	0	2	0	0	0
0c065c44-44f6-4932-b059-b5a0beb3ef67	9.6	7.6	0	-1.0	12.8	-1.0	-1.0	-1.0	0	0	6.5	8.6	13.9	-1.0	-1.0	0	0	3	0	1	900.7	2.4	307.2	1	2.9	7.6	874.9	900.7	900.7	1.2	1.4	1.4	1	0	2	0	0	0
