SequenceID	TimeStamp	RelativeTime	Score	CollectableCoin1Distance	CollectableCoin2Distance	CollectableCoin3Distance	CollectableCoin4Distance	CollectableCoin5Distance	TimeStepCoinsCollected	TimeStepCoinNearMiss	Asteroid1Distance	Asteroid2Distance	Asteroid3Distance	Asteroid4Distance	Asteroid5Distance	AsteroidsInCloseRange	AsteroidsInMediumRange	AsteroidsOnScreen	TimeStepHitByAsteroids	TimeStepAsteroidNearMiss	ScoreCount	MultiplierAmount	ShipOrientation	PlayerInputCount	ShipDistanceTravelled	TimeWithoutHit	VeryRecentScoreDifference	RecentScoreDifference	LongTermScoreDifference	VeryRecentMultiplierDifference	RecentMultiplierDifference	LongTermMultiplierDifference	TotalAsteroidNearMisses	TotalAsteroidHits	TotalCoinCollected	First30SecondsAsteroidHits	First30SecondsCoinsCollected	TotalCoinNearmisses
ee905380-dd5b-4480-be7a-653e737e9c89	2	0	0	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ee905380-dd5b-4480-be7a-653e737e9c89	2.5	0.5	0	-1	-1	-1	-1	-1	0	0	8.2	-1	-1	-1	-1	0	0	1	0	0	4.1	1	90	1	0	0.5	4.1	4.1	4.1	0	0	0	0	0	0	0	0	0
ee905380-dd5b-4480-be7a-653e737e9c89	3	1	0	-1	-1	-1	-1	-1	0	0	8.4	15.5	-1	-1	-1	0	0	2	0	0	9.5	1.1	90	0	2.3	1	9.5	9.5	9.5	0.1	0.1	0.1	0	0	0	0	0	0
ee905380-dd5b-4480-be7a-653e737e9c89	3.5	1.5	0	-1	-1	-1	-1	-1	0	0	9.4	16.8	-1	-1	-1	0	0	2	0	0	13.9	1.1	90	2	3	1.5	13.9	13.9	13.9	0.1	0.1	0.1	0	0	0	0	0	0
ee905380-dd5b-4480-be7a-653e737e9c89	4	2	0	10.4	-1	-1	-1	-1	0	0	6.5	13.4	-1	-1	-1	0	0	2	0	0	19.7	1.2	297.9	1	2	2	19.7	19.7	19.7	0.2	0.2	0.2	0	0	0	0	0	0
ee905380-dd5b-4480-be7a-653e737e9c89	4.5	2.5	0	7.1	-1	-1	-1	-1	0	0	4.7	8.6	-1	-1	-1	0	1	2	0	0	25.8	1.2	300.2	2	3.5	2.5	25.8	25.8	25.8	0.2	0.2	0.2	0	0	0	0	0	0
ee905380-dd5b-4480-be7a-653e737e9c89	5.1	3.1	0	3.9	-1	-1	-1	-1	0	0	4.1	4.4	-1	-1	-1	0	2	2	0	0	30.8	1.3	245.8	1	3.6	3.1	30.8	30.8	30.8	0.3	0.3	0.3	0	0	0	0	0	0
ee905380-dd5b-4480-be7a-653e737e9c89	5.6	3.6	0	1.7	-1	-1	-1	-1	0	0	3.2	7.8	-1	-1	-1	0	1	2	0	0	37.3	1.3	301.4	2	3.6	3.6	37.3	37.3	37.3	0.3	0.3	0.3	0	0	0	0	0	0
ee905380-dd5b-4480-be7a-653e737e9c89	6.1	4.1	0	7.7	-1	-1	-1	-1	1	0	3.7	9.4	-1	-1	-1	0	1	2	0	0	384.7	1.7	70.8	4	2.5	4.1	384.7	384.7	384.7	0.7	0.7	0.7	0	0	1	0	0	0
ee905380-dd5b-4480-be7a-653e737e9c89	6.6	4.6	15	5.7	-1	-1	-1	-1	0	0	4.6	4.9	8.6	-1	-1	0	1	3	0	0	393.5	1.8	164.5	2	2.5	4.6	393.5	393.5	393.5	0.8	0.8	0.8	0	0	1	0	0	0
