SequenceID	TimeStamp	RelativeTime	Score	CollectableCoin1Distance	CollectableCoin2Distance	CollectableCoin3Distance	CollectableCoin4Distance	CollectableCoin5Distance	TimeStepCoinsCollected	TimeStepCoinNearMiss	Asteroid1Distance	Asteroid2Distance	Asteroid3Distance	Asteroid4Distance	Asteroid5Distance	AsteroidsInCloseRange	AsteroidsInMediumRange	AsteroidsOnScreen	TimeStepHitByAsteroids	TimeStepAsteroidNearMiss	ScoreCount	MultiplierAmount	ShipOrientation	PlayerInputCount	ShipDistanceTravelled	TimeWithoutHit	VeryRecentScoreDifference	RecentScoreDifference	LongTermScoreDifference	VeryRecentMultiplierDifference	RecentMultiplierDifference	LongTermMultiplierDifference	TotalAsteroidNearMisses	TotalAsteroidHits	TotalCoinCollected	First30SecondsAsteroidHits	First30SecondsCoinsCollected	TotalCoinNearmisses
b6b6cafd-3d51-4c50-93df-7e91de3c1ba3	2.0	0.0	0	-1.0	-1.0	-1.0	-1.0	-1.0	0	0	-1.0	-1.0	-1.0	-1.0	-1.0	0	0	0	0	0	0.0	1.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
b6b6cafd-3d51-4c50-93df-7e91de3c1ba3	2.5	0.5	0	-1.0	-1.0	-1.0	-1.0	-1.0	0	0	7.8	-1.0	-1.0	-1.0	-1.0	0	0	1	0	0	4.1	1.0	102.8	3	0.3	0.5	4.1	4.1	4.1	0.0	0.0	0.0	0	0	0	0	0	0
b6b6cafd-3d51-4c50-93df-7e91de3c1ba3	3.0	1.0	0	-1.0	-1.0	-1.0	-1.0	-1.0	0	0	6.0	12.5	-1.0	-1.0	-1.0	0	0	2	0	0	9.5	1.1	299.5	4	1.7	1.0	9.5	9.5	9.5	0.1	0.1	0.1	0	0	0	0	0	0
b6b6cafd-3d51-4c50-93df-7e91de3c1ba3	3.5	1.5	0	-1.0	-1.0	-1.0	-1.0	-1.0	0	0	4.8	10.8	-1.0	-1.0	-1.0	0	1	2	0	0	15.1	1.1	116.9	5	1.9	1.5	15.1	15.1	15.1	0.1	0.1	0.1	0	0	0	0	0	0
b6b6cafd-3d51-4c50-93df-7e91de3c1ba3	4.0	2.0	0	8.0	-1.0	-1.0	-1.0	-1.0	0	0	5.5	8.2	-1.0	-1.0	-1.0	0	0	2	0	0	19.7	1.2	110.1	3	1.8	2.0	19.7	19.7	19.7	0.2	0.2	0.2	0	0	0	0	0	0
b6b6cafd-3d51-4c50-93df-7e91de3c1ba3	4.5	2.5	0	6.1	-1.0	-1.0	-1.0	-1.0	0	0	5.1	7.0	-1.0	-1.0	-1.0	0	0	2	0	0	25.8	1.2	36.1	5	2.3	2.5	25.8	25.8	25.8	0.2	0.2	0.2	0	0	0	0	0	0
b6b6cafd-3d51-4c50-93df-7e91de3c1ba3	5.0	3.0	0	3.4	-1.0	-1.0	-1.0	-1.0	0	0	2.4	9.9	-1.0	-1.0	-1.0	0	1	2	0	0	32.1	1.3	84.7	0	2.7	3.0	32.1	32.1	32.1	0.3	0.3	0.3	0	0	0	0	0	0
b6b6cafd-3d51-4c50-93df-7e91de3c1ba3	5.6	3.5	8	-1.0	-1.0	-1.0	-1.0	-1.0	1	0	4.9	13.5	-1.0	-1.0	-1.0	0	0	2	0	0	373.0	1.7	44.3	4	3.4	3.5	373.0	373.0	373.0	0.7	0.7	0.7	0	0	1	0	0	0
b6b6cafd-3d51-4c50-93df-7e91de3c1ba3	6.1	4.0	6	8.3	-1.0	-1.0	-1.0	-1.0	0	0	5.4	13.1	-1.0	-1.0	-1.0	0	0	2	0	0	379.8	1.7	240.5	1	1.7	4.0	379.8	379.8	379.8	0.7	0.7	0.7	0	0	1	0	0	0
b6b6cafd-3d51-4c50-93df-7e91de3c1ba3	6.6	4.6	5	5.3	-1.0	-1.0	-1.0	-1.0	0	0	4.1	10.9	16.9	-1.0	-1.0	0	1	3	0	0	388.5	1.8	194.6	4	3.2	4.6	388.5	388.5	388.5	0.8	0.8	0.8	0	0	1	0	0	0
b6b6cafd-3d51-4c50-93df-7e91de3c1ba3	7.1	5.1	4	2.4	-1.0	-1.0	-1.0	-1.0	0	0	4.2	13.3	-1.0	-1.0	-1.0	0	1	2	0	0	395.7	1.8	224.3	1	3.6	5.1	395.7	395.7	395.7	0.8	0.8	0.8	0	0	1	0	0	0
b6b6cafd-3d51-4c50-93df-7e91de3c1ba3	7.6	5.6	4	-1.0	-1.0	-1.0	-1.0	-1.0	1	0	3.5	9.1	-1.0	-1.0	-1.0	0	1	2	0	0	843.6	2.2	319.6	3	3.1	5.6	839.5	843.6	843.6	1.2	1.2	1.2	0	0	2	0	0	0
b6b6cafd-3d51-4c50-93df-7e91de3c1ba3	8.1	6.1	2	3.6	-1.0	-1.0	-1.0	-1.0	0	0	4.7	8.8	-1.0	-1.0	-1.0	0	1	2	0	0	854.8	2.3	7.6	3	2.6	6.1	845.4	854.8	854.8	1.2	1.3	1.3	0	0	2	0	0	0
b6b6cafd-3d51-4c50-93df-7e91de3c1ba3	8.6	6.6	0	2.1	-1.0	-1.0	-1.0	-1.0	0	0	6.2	8.0	8.1	-1.0	-1.0	0	0	3	0	0	863.9	2.3	86.1	4	1.8	6.6	848.9	863.9	863.9	1.2	1.3	1.3	0	0	2	0	0	0
b6b6cafd-3d51-4c50-93df-7e91de3c1ba3	9.1	7.1	3	1.6	-1.0	-1.0	-1.0	-1.0	0	0	6.8	8.9	9.7	-1.0	-1.0	0	0	3	0	0	875.6	2.3	9.3	3	2.3	7.1	855.9	875.6	875.6	1.2	1.3	1.3	0	0	2	0	0	0
b6b6cafd-3d51-4c50-93df-7e91de3c1ba3	9.6	7.6	6	-1.0	-1.0	-1.0	-1.0	-1.0	1	0	6.9	7.6	10.0	-1.0	-1.0	0	0	3	0	0	1434.2	2.7	246.7	3	2.4	7.6	1408.4	1434.2	1434.2	1.5	1.7	1.7	0	0	3	0	0	0
b6b6cafd-3d51-4c50-93df-7e91de3c1ba3	10.1	8.1	3	2.6	-1.0	-1.0	-1.0	-1.0	0	0	4.4	5.5	8.4	10.5	-1.0	0	1	4	0	0	1445.3	2.8	219.0	2	3.3	8.1	1413.2	1445.3	1445.3	1.5	1.8	1.8	0	0	3	0	0	0
b6b6cafd-3d51-4c50-93df-7e91de3c1ba3	10.6	8.6	3	4.6	-1.0	-1.0	-1.0	-1.0	0	0	2.5	4.7	8.5	8.6	-1.0	0	2	4	0	0	1459.4	2.8	208.7	3	3.3	8.6	1088.1	1459.4	1459.4	1.2	1.8	1.8	0	0	3	0	0	0
b6b6cafd-3d51-4c50-93df-7e91de3c1ba3	11.1	9.1	8	4.2	-1.0	-1.0	-1.0	-1.0	0	0	5.2	5.8	6.0	-1.0	-1.0	0	0	3	0	0	1473.8	2.9	317.7	2	2.4	9.1	1094.0	1473.8	1473.8	1.2	1.9	1.9	0	0	3	0	0	0
b6b6cafd-3d51-4c50-93df-7e91de3c1ba3	11.7	9.6	8	1.4	-1.0	-1.0	-1.0	-1.0	0	0	2.8	4.5	7.0	8.1	-1.0	0	2	4	0	0	1488.4	2.9	28.3	1	3.1	9.6	1101.6	1488.4	1488.4	1.2	1.9	1.9	0	0	3	0	0	0
b6b6cafd-3d51-4c50-93df-7e91de3c1ba3	12.2	10.2	10	4.3	-1.0	-1.0	-1.0	-1.0	1	0	2.7	2.8	3.5	10.2	-1.0	0	3	4	0	0	2159.6	3.3	16.4	4	3.5	10.2	1763.9	2159.6	2159.6	1.5	2.3	2.3	0	0	4	0	0	0
b6b6cafd-3d51-4c50-93df-7e91de3c1ba3	12.7	10.7	20	7.0	-1.0	-1.0	-1.0	-1.0	0	0	2.1	3.6	4.8	10.4	12.8	1	2	5	0	0	2176.4	3.4	106.1	3	3.2	10.7	1332.8	2176.4	2176.4	1.2	2.4	2.4	0	0	4	0	0	0
b6b6cafd-3d51-4c50-93df-7e91de3c1ba3	13.2	11.2	30	7.2	-1.0	-1.0	-1.0	-1.0	0	0	2.6	2.8	2.9	9.9	11.1	0	3	5	0	0	2193.5	3.4	138.6	4	1.7	11.2	1340.9	2193.5	2193.5	1.2	2.4	2.4	0	0	4	0	0	0
b6b6cafd-3d51-4c50-93df-7e91de3c1ba3	13.7	11.7	35	7.7	-1.0	-1.0	-1.0	-1.0	0	0	2.4	4.2	4.3	8.4	9.2	0	3	6	0	0	2207.3	3.5	295.6	6	1.4	11.7	1343.3	2207.3	2207.3	1.2	2.5	2.5	0	0	4	0	0	0
b6b6cafd-3d51-4c50-93df-7e91de3c1ba3	14.2	12.2	25	5.0	12.4	-1.0	-1.0	-1.0	0	0	3.2	4.2	7.0	8.9	11.1	0	2	6	0	1	2224.8	3.5	256.7	1	2.9	12.2	1349.2	2223.8	2224.8	1.2	2.5	2.5	1	0	4	0	0	0
b6b6cafd-3d51-4c50-93df-7e91de3c1ba3	14.7	12.7	0	1.5	14.9	-1.0	-1.0	-1.0	0	0	8.5	10.3	10.3	12.7	13.1	0	0	6	0	0	2239.0	3.6	247.6	1	3.6	12.7	807.5	2233.8	2239.0	0.8	2.5	2.6	1	0	4	0	0	0
b6b6cafd-3d51-4c50-93df-7e91de3c1ba3	15.2	13.2	0	-1.0	16.2	-1.0	-1.0	-1.0	1	0	9.9	11.7	11.7	13.3	13.5	0	0	5	0	0	3042.3	4.0	142.4	2	2.3	13.2	1597.0	3031.8	3042.3	1.2	2.9	3.0	1	0	5	0	0	0
b6b6cafd-3d51-4c50-93df-7e91de3c1ba3	15.7	13.7	0	-1.0	13.8	-1.0	-1.0	-1.0	0	0	6.1	7.6	8.9	10.2	11.6	0	0	5	0	0	3058.2	4.0	100.9	3	2.8	13.7	1598.8	3042.0	3058.2	1.2	2.8	3.0	1	0	5	0	0	0
b6b6cafd-3d51-4c50-93df-7e91de3c1ba3	16.2	14.2	0	2.6	12.2	-1.0	-1.0	-1.0	0	0	2.6	5.6	7.0	9.3	11.1	0	1	5	0	0	3078.4	4.1	16.8	3	2.8	14.2	1604.7	3057.5	3078.4	1.2	2.9	3.1	1	0	5	0	0	0
b6b6cafd-3d51-4c50-93df-7e91de3c1ba3	16.7	14.7	0	5.2	10.9	-1.0	-1.0	-1.0	0	0	4.5	5.4	6.2	10.4	10.9	0	1	6	0	0	3098.8	4.1	78.7	1	3.2	14.7	1613.4	3071.8	3098.8	1.2	2.9	3.1	1	0	5	0	0	0
b6b6cafd-3d51-4c50-93df-7e91de3c1ba3	17.2	15.2	0	6.2	7.6	-1.0	-1.0	-1.0	0	0	2.8	4.0	8.6	9.1	10.3	0	2	6	0	0	3119.5	4.2	126.2	0	3.4	15.2	959.8	3086.1	3119.5	0.8	2.9	3.2	1	0	5	0	0	0
