SequenceID	TimeStamp	RelativeTime	Score	CollectableCoin1Distance	CollectableCoin2Distance	CollectableCoin3Distance	CollectableCoin4Distance	CollectableCoin5Distance	TimeStepCoinsCollected	TimeStepCoinNearMiss	Asteroid1Distance	Asteroid2Distance	Asteroid3Distance	Asteroid4Distance	Asteroid5Distance	AsteroidsInCloseRange	AsteroidsInMediumRange	AsteroidsOnScreen	TimeStepHitByAsteroids	TimeStepAsteroidNearMiss	ScoreCount	MultiplierAmount	ShipOrientation	PlayerInputCount	ShipDistanceTravelled	TimeWithoutHit	VeryRecentScoreDifference	RecentScoreDifference	LongTermScoreDifference	VeryRecentMultiplierDifference	RecentMultiplierDifference	LongTermMultiplierDifference	TotalAsteroidNearMisses	TotalAsteroidHits	TotalCoinCollected	First30SecondsAsteroidHits	First30SecondsCoinsCollected	TotalCoinNearmisses
b90bc276-4ac1-4779-92d0-9bae389c8131	2	0	0	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b90bc276-4ac1-4779-92d0-9bae389c8131	2.5	0.5	0	-1	-1	-1	-1	-1	0	0	5.4	-1	-1	-1	-1	0	0	1	0	0	4.1	1	135	1	0.1	0.5	4.1	4.1	4.1	0	0	0	0	0	0	0	0	0
b90bc276-4ac1-4779-92d0-9bae389c8131	3	1	0	-1	-1	-1	-1	-1	0	0	4.4	7.7	-1	-1	-1	0	1	2	0	0	9.5	1.1	274.1	5	1.8	1	9.5	9.5	9.5	0.1	0.1	0.1	0	0	0	0	0	0
b90bc276-4ac1-4779-92d0-9bae389c8131	3.5	1.5	1	-1	-1	-1	-1	-1	0	0	4	6	-1	-1	-1	0	1	2	0	0	15.1	1.1	347.8	5	1.3	1.5	15.1	15.1	15.1	0.1	0.1	0.1	0	0	0	0	0	0
b90bc276-4ac1-4779-92d0-9bae389c8131	4.1	2	0	2.6	-1	-1	-1	-1	0	0	3.2	3.9	-1	-1	-1	0	2	2	0	0	20.9	1.2	46.5	5	2.4	2	20.9	20.9	20.9	0.2	0.2	0.2	0	0	0	0	0	0
b90bc276-4ac1-4779-92d0-9bae389c8131	4.6	2.6	0	2.2	-1	-1	-1	-1	0	0	2.9	6	-1	-1	-1	0	1	2	0	0	25.8	1.2	295.4	5	1.4	2.6	25.8	25.8	25.8	0.2	0.2	0.2	0	0	0	0	0	0
b90bc276-4ac1-4779-92d0-9bae389c8131	5.1	3.1	0	-1	-1	-1	-1	-1	1	0	2	9.3	-1	-1	-1	1	1	2	0	0	354.8	1.6	211.4	5	2.1	3.1	354.8	354.8	354.8	0.6	0.6	0.6	0	0	1	0	0	0
b90bc276-4ac1-4779-92d0-9bae389c8131	5.6	3.6	0	-1	-1	-1	-1	-1	0	0	4.2	9.2	-1	-1	-1	0	1	2	0	0	363.1	1.7	96.5	2	2.4	3.6	363.1	363.1	363.1	0.7	0.7	0.7	0	0	1	0	0	0
b90bc276-4ac1-4779-92d0-9bae389c8131	6.1	4.1	0	3.4	-1	-1	-1	-1	0	0	8.5	8.5	-1	-1	-1	0	0	2	0	0	369.9	1.7	117.7	4	3.2	4.1	369.9	369.9	369.9	0.7	0.7	0.7	0	0	1	0	0	0
b90bc276-4ac1-4779-92d0-9bae389c8131	6.6	4.6	0	3.5	-1	-1	-1	-1	0	0	10.3	10.7	-1	-1	-1	0	0	2	0	1	378.6	1.8	82.7	6	1.1	4.6	378.6	378.6	378.6	0.8	0.8	0.8	1	0	1	0	0	0
b90bc276-4ac1-4779-92d0-9bae389c8131	7.1	5.1	0	2.1	-1	-1	-1	-1	0	0	8.3	11.3	-1	-1	-1	0	0	2	0	0	385.8	1.8	216	3	1.9	5.1	385.8	385.8	385.8	0.8	0.8	0.8	1	0	1	0	0	0
b90bc276-4ac1-4779-92d0-9bae389c8131	7.6	5.6	0	-1	-1	-1	-1	-1	1	0	6.5	11.2	-1	-1	-1	0	0	2	0	0	832.1	2.2	113.6	3	2.6	5.6	826.9	832.1	832.1	1.2	1.2	1.2	1	0	2	0	0	0
b90bc276-4ac1-4779-92d0-9bae389c8131	8.1	6.1	0	11.8	-1	-1	-1	-1	0	0	3.8	-1	-1	-1	-1	0	1	1	0	0	843.3	2.3	33.3	3	2.3	6.1	833.8	843.3	843.3	1.2	1.3	1.3	1	0	2	0	0	0
b90bc276-4ac1-4779-92d0-9bae389c8131	8.6	6.6	2	12.9	-1	-1	-1	-1	0	0	3.7	10	-1	-1	-1	0	1	2	0	0	854.7	2.3	158.7	5	2.7	6.6	839.7	854.7	854.7	1.2	1.3	1.3	1	0	2	0	0	0
b90bc276-4ac1-4779-92d0-9bae389c8131	9.2	7.1	0	11.2	-1	-1	-1	-1	0	0	4	9.7	-1	-1	-1	0	1	2	0	0	864	2.3	306.8	0	1.9	7.1	843.1	864	864	1.2	1.3	1.3	1	0	2	0	0	0
b90bc276-4ac1-4779-92d0-9bae389c8131	9.7	7.6	0	7.8	-1	-1	-1	-1	0	0	5.8	9.3	-1	-1	-1	0	0	2	0	0	876	2.4	313.6	1	3.5	7.6	850.2	876	876	1.2	1.4	1.4	1	0	2	0	0	0
b90bc276-4ac1-4779-92d0-9bae389c8131	10.2	8.2	0	3.9	9.4	-1	-1	-1	0	0	7.9	10.4	10.5	-1	-1	0	0	3	0	0	888.1	2.4	296.3	2	4	8.2	533.3	888.1	888.1	0.8	1.4	1.4	1	0	2	0	0	0
b90bc276-4ac1-4779-92d0-9bae389c8131	10.7	8.7	0	-1	13.1	-1	-1	-1	1	0	8.8	9.4	12.6	-1	-1	0	0	3	0	0	1464.4	2.8	255.2	3	3.7	8.7	1103	1464.4	1464.4	1.2	1.8	1.8	1	0	3	0	0	0
b90bc276-4ac1-4779-92d0-9bae389c8131	11.2	9.2	0	-1	12.5	-1	-1	-1	0	0	6	6.7	11.1	-1	-1	0	0	3	0	0	1478.7	2.9	107.1	1	2.1	9.2	1108.8	1478.7	1478.7	1.2	1.9	1.9	1	0	3	0	0	0
b90bc276-4ac1-4779-92d0-9bae389c8131	11.7	9.7	0	-1	9.3	-1	-1	-1	0	0	5.2	6.7	7.2	9.8	-1	0	0	4	0	0	1493.3	2.9	92.4	0	3.2	9.7	1114.7	1493.3	1493.3	1.2	1.9	1.9	1	0	3	0	0	0
b90bc276-4ac1-4779-92d0-9bae389c8131	12.2	10.2	0	5.7	5.4	-1	-1	-1	0	0	2.4	8.6	11.2	12.1	-1	0	1	4	0	0	1508.2	3	90.5	0	4	10.2	1122.3	1508.2	1508.2	1.2	2	2	1	0	3	0	0	0
b90bc276-4ac1-4779-92d0-9bae389c8131	12.7	10.7	3	9.5	1.6	-1	-1	-1	0	0	5.1	13.2	15.1	16.4	-1	0	0	4	0	0	1523.3	3	101.2	2	4.1	10.7	691.2	1523.3	1523.3	0.8	2	2	1	0	3	0	0	0
b90bc276-4ac1-4779-92d0-9bae389c8131	13.2	11.2	0	9.7	-1	-1	-1	-1	1	0	7.5	7.9	14.6	14.9	-1	0	0	4	0	0	2216.6	3.4	216.1	1	2.4	11.2	1373.3	2216.6	2216.6	1.2	2.4	2.4	1	0	4	0	0	0
b90bc276-4ac1-4779-92d0-9bae389c8131	13.7	11.7	0	6.9	-1	-1	-1	-1	0	0	6.9	7.2	11	14.1	-1	0	0	4	0	0	2233.9	3.5	277.1	1	3.2	11.7	1381.5	2233.9	2233.9	1.2	2.5	2.5	1	0	4	0	0	0
b90bc276-4ac1-4779-92d0-9bae389c8131	14.3	12.3	5	3.5	5.5	-1	-1	-1	0	0	4.4	8.7	9	9.3	-1	0	1	4	0	0	2251.4	3.5	293.3	1	3.7	12.3	1387.4	2249.4	2251.4	1.2	2.5	2.5	1	0	4	0	0	0
b90bc276-4ac1-4779-92d0-9bae389c8131	14.8	12.8	0	-1	2.6	-1	-1	-1	1	0	3.6	3.8	8.1	10.1	-1	0	2	4	0	0	3048	3.9	213.3	3	3.3	12.8	2172	3041.8	3048	1.5	2.9	2.9	1	0	5	0	0	0
b90bc276-4ac1-4779-92d0-9bae389c8131	15.3	13.3	0	-1	2.8	-1	-1	-1	0	0	2.8	6.1	8.1	15.3	-1	0	1	4	0	0	3063.8	4	194	4	2.3	13.3	2175.7	3052.1	3063.8	1.5	2.8	3	1	0	5	0	0	0
b90bc276-4ac1-4779-92d0-9bae389c8131	15.8	13.8	0	-1	1.6	-1	-1	-1	0	0	4	6.2	6.5	9.4	15.7	0	1	5	0	0	3083.7	4	300.6	2	2.6	13.8	1616.5	3066.3	3083.7	1.2	2.8	3	1	0	5	0	0	0
b90bc276-4ac1-4779-92d0-9bae389c8131	16.3	14.3	6	12	-1	-1	-1	-1	1	0	4	4.8	5.8	8.3	13.4	0	2	5	0	0	3981	4.4	57.8	3	2.6	14.3	2502.3	3958.9	3981	1.5	3.2	3.4	1	0	6	0	0	0
b90bc276-4ac1-4779-92d0-9bae389c8131	16.8	14.8	8	9.4	-1	-1	-1	-1	0	0	5.2	5.5	5.6	7.5	8.2	0	0	6	0	0	4003.2	4.5	110.8	2	2.8	14.8	2509.9	3974.9	4003.2	1.5	3.2	3.5	1	0	6	0	0	0
b90bc276-4ac1-4779-92d0-9bae389c8131	17.3	15.3	0	6	-1	-1	-1	-1	0	0	4.5	4.6	5.7	5.7	6.8	0	2	6	0	1	4025.6	4.5	61.5	0	3.6	15.3	2517.5	3669.2	4025.6	1.5	2.9	3.5	2	0	6	0	0	0
b90bc276-4ac1-4779-92d0-9bae389c8131	17.8	15.8	0	2.7	-1	-1	-1	-1	0	0	4.2	4.4	6.3	6.4	7.9	0	2	7	0	0	4043.7	4.6	78.9	3	3.8	15.8	2520.5	3679	4043.7	1.5	2.9	3.6	2	0	6	0	0	0
b90bc276-4ac1-4779-92d0-9bae389c8131	18.3	16.3	0	4.5	-1	-1	-1	-1	1	0	4	4.2	5.6	8.3	9.1	0	2	7	0	0	5053.3	5	171.9	3	2.9	16.3	2836.8	4680	5053.3	1.5	3.2	4	2	0	7	0	0	0
b90bc276-4ac1-4779-92d0-9bae389c8131	18.9	16.9	0	7.1	-1	-1	-1	-1	0	0	3	5.1	7.3	10.2	11.3	0	1	7	0	0	5073.3	5	241.3	4	2.8	16.9	2839.4	4692.8	5073.3	1.5	3.2	4	2	0	7	0	0	0
b90bc276-4ac1-4779-92d0-9bae389c8131	19.4	17.4	10	6.5	-1	-1	-1	-1	0	0	3.2	4.4	5.4	6.9	12.3	0	2	8	0	0	5098.3	5	87.4	2	1.4	17.4	2850.5	4272.9	5098.3	1.5	2.9	4	2	0	7	0	0	0
b90bc276-4ac1-4779-92d0-9bae389c8131	19.9	17.9	0	4.3	-1	-1	-1	-1	0	0	2.9	6.3	6.4	7.2	12.9	0	1	8	0	0	5123.7	5.1	23.9	2	3	17.9	2075.7	4289.4	5123.7	1.2	2.9	4.1	2	0	7	0	0	0
b90bc276-4ac1-4779-92d0-9bae389c8131	20.4	18.4	0	1.2	13.8	-1	-1	-1	0	0	3.8	4.9	5.1	5.2	8.4	0	1	10	0	0	5149.3	5.1	1	2	3.2	18.4	2085.5	4303.8	5149.3	1.2	2.9	4.1	2	0	7	0	0	0
b90bc276-4ac1-4779-92d0-9bae389c8131	20.9	18.9	0	-1	15.5	-1	-1	-1	1	0	2.9	4.4	8.6	10	11.7	0	2	10	0	0	6269.4	5.5	75.1	4	2.8	18.9	3185.7	5412.3	6269.4	1.5	3.2	4.5	2	0	8	0	0	0
b90bc276-4ac1-4779-92d0-9bae389c8131	21.4	19.4	0	-1	15.6	-1	-1	-1	0	0	2.2	3.2	8.5	9.2	9.2	1	2	10	0	0	6297.2	5.6	131.7	5	1.6	19.4	2316.2	5430.8	6297.2	1.2	3.2	4.6	2	0	8	0	0	0
b90bc276-4ac1-4779-92d0-9bae389c8131	21.9	19.9	3	-1	15.2	-1	-1	-1	0	0	2	2.7	3.1	7.2	7.3	1	3	12	0	0	6319.6	5.6	202.9	5	2	19.9	2316.4	5441.2	6319.6	1.2	3.2	4.6	2	0	8	0	0	0
b90bc276-4ac1-4779-92d0-9bae389c8131	22.4	20.4	0	7	12.4	-1	-1	-1	0	0	2.1	2.8	4	4.5	5.6	1	4	13	0	0	6347.8	5.7	265.6	5	2.9	20.4	2326.7	5457.3	6347.8	1.2	3.2	4.7	2	0	8	0	0	0
b90bc276-4ac1-4779-92d0-9bae389c8131	22.9	20.9	0	6.6	9.7	-1	-1	-1	0	0	2	3.8	3.9	4.2	4.6	1	6	15	0	0	6376.3	5.7	271.4	4	3.1	20.9	2332.6	4906.3	6376.3	1.2	2.9	4.7	2	0	8	0	0	0
b90bc276-4ac1-4779-92d0-9bae389c8131	23.4	21.4	0	6.4	7.4	-1	-1	-1	0	0	1.8	3.1	3.8	3.9	4.3	1	6	16	0	0	6399.3	5.8	252.1	7	2.5	21.4	1346	4914.8	6399.3	0.8	2.9	4.8	2	0	8	0	0	0
b90bc276-4ac1-4779-92d0-9bae389c8131	23.9	21.9	0	8.3	7.6	-1	-1	-1	0	0	1.9	4	4	4.3	4.4	1	5	16	0	1	6428.3	5.8	13.4	6	2.2	21.9	1355	4932	6428.3	0.8	2.9	4.8	3	0	8	0	0	0
b90bc276-4ac1-4779-92d0-9bae389c8131	24.5	22.5	15	8.2	9.4	1.1	-1	-1	0	0	4	4.1	5.3	6.6	7	0	2	17	0	0	6457.5	5.9	125.2	4	2.5	22.5	1359.1	4946.3	6457.5	0.8	2.9	4.9	3	0	8	0	0	0
b90bc276-4ac1-4779-92d0-9bae389c8131	25	23	0	6.1	9.3	-1	-1	-1	1	0	2.8	4.4	5.2	5.8	6.6	0	2	18	0	1	7732.3	6.3	223.3	5	2.6	23	2608.6	5526	7732.3	1.2	2.9	5.3	4	0	9	0	0	0
b90bc276-4ac1-4779-92d0-9bae389c8131	25.5	23.5	0	6.1	7.1	-1	-1	-1	0	0	2.4	2.9	4.3	5.6	5.7	0	3	20	0	1	7763.8	6.3	238.8	6	2.3	23.5	1516.5	5540.3	7763.8	0.8	2.9	5.3	5	0	9	0	0	0
